id,feature,scenario,isBackground,isNew,needsUpdate,testPlanId,testSuiteId,testCaseId,result
,Login_EShopApplication,Verify that the user is able to get the Catalog Types by calling Catalog API,False,,False,574712,574716,574721,
,Login_EShopApplication,Verify that the user is able to get the catalog items by calling Catalog API,False,,False,574712,574716,574722,
